City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,canete,-37.8,-73.4,19.189999999999998,40,24,3.07,CL,1680973244
278,biak,-0.9131,122.8766,24.879999999999995,78,100,2.96,ID,1680973245
279,plettenberg bay,-34.0527,23.3716,13.850000000000023,95,100,1.57,ZA,1680973245
280,sitarganj,28.9333,79.7,23.660000000000025,15,0,2.4,IN,1680973246
281,saint-francois,46.4154,3.9054,14.689999999999998,50,0,4.12,FR,1680973246
282,geraldton,-28.7667,114.6,14.230000000000018,82,0,2.57,AU,1680973246
283,hay river,60.8156,-115.7999,6.990000000000009,53,39,6.17,CA,1680973224
284,howard springs,-12.497,131.047,25.950000000000045,97,100,6.49,AU,1680973247
285,lokoja,7.8024,6.743,37.650000000000034,31,100,2.4,NG,1680973247
286,vila do maio,15.1333,-23.2167,26.439999999999998,76,87,9.01,CV,1680973247
287,murakami,38.2333,139.4833,4.970000000000027,79,100,16.29,JP,1680973247
288,urucui,-7.2294,-44.5561,29.77000000000004,67,65,0.98,BR,1680973247
289,ipora,-16.4419,-51.1178,23.640000000000043,80,100,1.49,BR,1680973248
290,coahuayana,18.7333,-103.6833,32.08000000000004,30,0,3.28,MX,1680973248
291,nabire,-3.3667,135.4833,27.600000000000023,75,100,3.83,ID,1680973248
292,lompoc,34.6391,-120.4579,18.120000000000005,82,96,1.34,US,1680973249
293,barrow,71.2906,-156.7887,-32.98999999999998,75,0,5.14,US,1680973249
294,sugod,12.987,124.0805,24.660000000000025,88,65,2.9,PH,1680973249
295,tuatapere,-46.1333,167.6833,6.640000000000043,93,99,1.33,NZ,1680973249
296,springbok,-29.6643,17.8865,12.950000000000045,50,19,5.02,ZA,1680973249
297,husavik,66.0449,-17.3389,3.390000000000043,94,88,7.03,IS,1680973250
298,manaure,11.7751,-72.4445,25.910000000000025,82,82,5.66,CO,1680973250
299,tiarei,-17.5333,-149.3333,26.010000000000048,79,83,10.64,PF,1680973250
300,arlit,18.7369,7.3853,36.73000000000002,10,3,5.45,NE,1680973250
301,caravelas,-17.7125,-39.2481,28.890000000000043,63,15,4.3,BR,1680973250
302,seddon,-37.8068,144.8916,13.189999999999998,80,75,5.66,AU,1680973251
303,biltine,14.5333,20.9167,35.08000000000004,8,2,3.34,TD,1680973251
304,fengzhen,40.4394,113.1536,4.53000000000003,57,45,0.7,CN,1680973251
305,taoudenni,22.6783,-3.9836,32.10000000000002,11,100,3.73,ML,1680973251
306,gazli,40.1333,63.45,21.49000000000001,21,28,3.74,UZ,1680973252
307,hueyapan,18.8667,-98.6667,22.350000000000023,41,1,4.17,MX,1680973252
308,belinskiy,52.9647,43.4165,7.4500000000000455,53,77,3.0,RU,1680973252
309,heishan,41.6892,122.1128,11.28000000000003,27,11,5.66,CN,1680973252
310,asau,46.4333,26.4,5.710000000000036,98,99,0.33,RO,1680973252
311,oda,35.1833,132.5,9.629999999999995,51,0,2.22,JP,1680973252
312,bacolod,10.6667,122.95,25.99000000000001,77,82,5.33,PH,1680973231
313,havoysund,70.9963,24.6622,2.1299999999999955,77,100,6.13,NO,1680973253
314,bethel,41.3712,-73.414,9.950000000000045,29,0,4.12,US,1680973012
315,ust-nera,64.5667,143.2,-22.899999999999977,99,92,1.35,RU,1680973253
316,constantine,36.365,6.6147,19.670000000000016,26,0,3.09,DZ,1680973253
317,zunyi,27.6867,106.9072,12.879999999999995,67,92,1.77,CN,1680973254
318,vanimo,-2.6741,141.3028,26.75,80,100,5.62,PG,1680973254
319,atambua,-9.1061,124.8925,23.03000000000003,80,100,1.41,ID,1680973254
320,kowary,50.7931,15.8356,6.32000000000005,92,97,6.26,PL,1680973175
321,sonoita,31.85,-112.8333,23.060000000000002,10,8,0.8,MX,1680973254
322,tommot,58.9564,126.2925,-9.909999999999968,95,100,2.91,RU,1680973255
323,trapani,37.8333,12.6667,15.050000000000011,72,0,5.14,IT,1680973255
324,vylkove,45.4021,29.586,10.54000000000002,57,100,3.61,UA,1680973255
325,vardo,70.3705,31.1107,1.990000000000009,87,100,7.72,NO,1680973255
326,bathsheba,13.2167,-59.5167,29.340000000000032,61,20,10.29,BB,1680973256
327,auki,-8.7676,160.7034,27.79000000000002,74,96,1.02,SB,1680973256
